Statistic Label,Quarter,Garda Region,Type of Offence,UNIT,VALUE
Recorded crime incidents,2024Q3,20 North Western Region,Threat to kill or cause serious harm (0313),Number,119
Recorded crime incidents,2024Q3,20 North Western Region,Harassment and related offences (033),Number,133
Recorded crime incidents,2024Q3,20 North Western Region,"Assault causing harm, poisoning (034)",Number,327
Recorded crime incidents,2024Q3,20 North Western Region,Other assault (035),Number,718
Recorded crime incidents,2024Q3,20 North Western Region,Dangerous or negligent acts (04),Number,1885
Recorded crime incidents,2024Q3,20 North Western Region,Dangerous driving causing serious bodily harm (0411),Number,5
Recorded crime incidents,2024Q3,20 North Western Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,446
Recorded crime incidents,2024Q3,20 North Western Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,341
Recorded crime incidents,2024Q3,20 North Western Region,Driving/in charge of a vehicle under the influence of drugs (0413),Number,105
Recorded crime incidents,2024Q3,20 North Western Region,Dangerous/careless driving and motorway offences (0414),Number,366
Recorded crime incidents,2024Q3,20 North Western Region,Speeding (0415),Number,1035
Recorded crime incidents,2024Q3,20 North Western Region,Endangerment with potential for serious harm/death (0421),Number,13
Recorded crime incidents,2024Q3,20 North Western Region,"Abandoning a child, child neglect and cruelty (0422)",Number,11
Recorded crime incidents,2024Q3,20 North Western Region,Unseaworthy/dangerous use of boat or ship (0423),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,False alarm/interference with aircraft or air transport facilities (0424),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,Endangering traffic offences (0425),Number,9
Recorded crime incidents,2024Q3,20 North Western Region,Kidnapping and related offences (05),Number,10
Recorded crime incidents,2024Q3,20 North Western Region,False imprisonment (0511),Number,4
Recorded crime incidents,2024Q3,20 North Western Region,Abduction of person under 16 years of age (0512),Number,3
Recorded crime incidents,2024Q3,20 North Western Region,Human trafficking offences (0513),Number,3
Recorded crime incidents,2024Q3,20 North Western Region,"Robbery, extortion and hijacking offences (06)",Number,56
Recorded crime incidents,2024Q3,20 North Western Region,Robbery of an establishment or institution (0611),Number,6
Recorded crime incidents,2024Q3,20 North Western Region,Robbery of cash or goods in transit (0612),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,Robbery from the person (0613),Number,17
Recorded crime incidents,2024Q3,20 North Western Region,Blackmail or extortion (0621),Number,32
Recorded crime incidents,2024Q3,20 North Western Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,1
Recorded crime incidents,2024Q3,20 North Western Region,Burglary and related offences (07),Number,449
Recorded crime incidents,2024Q3,20 North Western Region,Aggravated burglary (0711),Number,10
Recorded crime incidents,2024Q3,20 North Western Region,Burglary (not aggravated) (0712),Number,432
Recorded crime incidents,2024Q3,20 North Western Region,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,7
Recorded crime incidents,2024Q3,20 North Western Region,Theft and related offences (08),Number,2162
Recorded crime incidents,2024Q3,20 North Western Region,Theft/taking of vehicle and related offences (081),Number,181
Recorded crime incidents,2024Q3,20 North Western Region,Theft from person (0821),Number,32
Recorded crime incidents,2024Q3,20 North Western Region,Theft from shop (0822),Number,1237
Recorded crime incidents,2024Q3,20 North Western Region,"Other thefts, handling stolen property (084)",Number,712
Recorded crime incidents,2024Q3,20 North Western Region,"Fraud, deception and related offences (09)",Number,
Recorded crime incidents,2024Q3,20 North Western Region,Controlled drug offences (10),Number,573
Recorded crime incidents,2024Q3,20 North Western Region,Importation of drugs (1011),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,Cultivation or manufacture of drugs (1012),Number,12
Recorded crime incidents,2024Q3,20 North Western Region,Possession of drugs for sale or supply (1021),Number,124
Recorded crime incidents,2024Q3,20 North Western Region,Possession of drugs for personal use (1022),Number,427
Recorded crime incidents,2024Q3,20 North Western Region,Other drug offences (103),Number,10
Recorded crime incidents,2024Q3,20 North Western Region,Weapons and explosives offences (11),Number,132
Recorded crime incidents,2024Q3,20 North Western Region,"Explosives, chemical weapons offences (111)",Number,5
Recorded crime incidents,2024Q3,20 North Western Region,Discharging a firearm (1121),Number,5
Recorded crime incidents,2024Q3,20 North Western Region,Possession of a firearm (1122),Number,14
Recorded crime incidents,2024Q3,20 North Western Region,Offensive weapons offences (n.e.c.) (113),Number,104
Recorded crime incidents,2024Q3,20 North Western Region,Fireworks offences (114),Number,4
Recorded crime incidents,2024Q3,20 North Western Region,Damage to property and to the environment  offences (12),Number,937
Recorded crime incidents,2024Q3,20 North Western Region,Arson (1211),Number,81
Recorded crime incidents,2024Q3,20 North Western Region,Criminal damage (not arson) (1212),Number,849
Recorded crime incidents,2024Q3,20 North Western Region,Litter offences (1221),Number,7
Recorded crime incidents,2024Q3,20 North Western Region,Public order and other social code offences (13),Number,1564
Recorded crime incidents,2024Q3,20 North Western Region,Disorderly conduct (131),Number,1443
Recorded crime incidents,2024Q3,20 North Western Region,Trespass offences (132),Number,77
Recorded crime incidents,2024Q3,20 North Western Region,Liquor licensing offences (133),Number,8
Recorded crime incidents,2024Q3,20 North Western Region,Prostitution offences (134),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,"Regulated betting/money, collection/trading offences (135)",Number,18
Recorded crime incidents,2024Q3,20 North Western Region,Social code offences (n.e.c.) (136),Number,18
Recorded crime incidents,2024Q3,20 North Western Region,Road and traffic offences (14),Number,2295
Recorded crime incidents,2024Q3,20 North Western Region,"Driving licence-failure to have, produce, etc. (1411)",Number,110
Recorded crime incidents,2024Q3,20 North Western Region,"Insurance-failure to have, produce, display, etc. (1412)",Number,660
Recorded crime incidents,2024Q3,20 North Western Region,Vehicle tax/registration offences (142),Number,389
Recorded crime incidents,2024Q3,20 North Western Region,Roadworthiness/regulatory offences (143),Number,65
Recorded crime incidents,2024Q3,20 North Western Region,Obstruction under Road Traffic Acts (1432),Number,5
Recorded crime incidents,2024Q3,20 North Western Region,Other road offences (1433),Number,1034
Recorded crime incidents,2024Q3,20 North Western Region,Road transport - carriage of goods offences (1441),Number,9
Recorded crime incidents,2024Q3,20 North Western Region,Public service vehicle offences (1442),Number,23
Recorded crime incidents,2024Q3,20 North Western Region,Light rail offences (Luas) (1443),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,"Offences against government, justice procedures and organisation of crime (15)",Number,411
Recorded crime incidents,2024Q3,20 North Western Region,Offences against government and its agents (151),Number,11
Recorded crime incidents,2024Q3,20 North Western Region,Organisation of crime and conspiracy to commit crime (152),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,Perverting the course of justice (153),Number,0
Recorded crime incidents,2024Q3,20 North Western Region,"Offences while in custody, breach of court orders (157)",Number,400
Recorded crime incidents,2024Q3,20 North Western Region,Offences not elsewhere classified (16),Number,116
Recorded crime incidents,2024Q3,30 Eastern Region,Homicide & related offences (01),Number,5
Recorded crime incidents,2024Q3,30 Eastern Region,Murder (0111),Number,1
Recorded crime incidents,2024Q3,30 Eastern Region,Manslaughter (0112),Number,0
Recorded crime incidents,2024Q3,30 Eastern Region,Infanticide (0113),Number,0
Recorded crime incidents,2024Q3,30 Eastern Region,Dangerous driving leading to death (012),Number,4
Recorded crime incidents,2024Q3,30 Eastern Region,Sexual offences (02),Number,277
Recorded crime incidents,2024Q3,30 Eastern Region,Rape and sexual assault (021),Number,246
Recorded crime incidents,2024Q3,30 Eastern Region,Other sexual offences (022),Number,31
Recorded crime incidents,2024Q3,30 Eastern Region,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1452
Recorded crime incidents,2024Q3,30 Eastern Region,Murder-attempt (0311),Number,1
Recorded crime incidents,2024Q3,30 Eastern Region,Threat to kill or cause serious harm (0313),Number,154
Recorded crime incidents,2024Q3,30 Eastern Region,Harassment and related offences (033),Number,128
Recorded crime incidents,2024Q3,30 Eastern Region,"Assault causing harm, poisoning (034)",Number,362
Recorded crime incidents,2024Q3,30 Eastern Region,Other assault (035),Number,807
Recorded crime incidents,2024Q3,30 Eastern Region,Dangerous or negligent acts (04),Number,2340
Recorded crime incidents,2024Q3,30 Eastern Region,Dangerous driving causing serious bodily harm (0411),Number,4
Recorded crime incidents,2024Q3,30 Eastern Region,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412,0413)",Number,401
Recorded crime incidents,2024Q3,30 Eastern Region,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,300
Recorded crime incidents,2024Q3,30 Eastern Region,Driving/in charge of a vehicle under the influence of drugs (0413),Number,101
Recorded crime incidents,2024Q3,30 Eastern Region,Dangerous/careless driving and motorway offences (0414),Number,431
Recorded crime incidents,2024Q3,30 Eastern Region,Speeding (0415),Number,1467
Recorded crime incidents,2024Q3,30 Eastern Region,Endangerment with potential for serious harm/death (0421),Number,16
Recorded crime incidents,2024Q3,30 Eastern Region,"Abandoning a child, child neglect and cruelty (0422)",Number,11
Recorded crime incidents,2024Q3,30 Eastern Region,Unseaworthy/dangerous use of boat or ship (0423),Number,0
Recorded crime incidents,2024Q3,30 Eastern Region,False alarm/interference with aircraft or air transport facilities (0424),Number,0
Recorded crime incidents,2024Q3,30 Eastern Region,Endangering traffic offences (0425),Number,10
Recorded crime incidents,2024Q3,30 Eastern Region,Kidnapping and related offences (05),Number,7
Recorded crime incidents,2024Q3,30 Eastern Region,False imprisonment (0511),Number,5
Recorded crime incidents,2024Q3,30 Eastern Region,Abduction of person under 16 years of age (0512),Number,1
Recorded crime incidents,2024Q3,30 Eastern Region,Human trafficking offences (0513),Number,1
Recorded crime incidents,2024Q3,30 Eastern Region,"Robbery, extortion and hijacking offences (06)",Number,92
Recorded crime incidents,2024Q3,30 Eastern Region,Robbery of an establishment or institution (0611),Number,10
Recorded crime incidents,2024Q3,30 Eastern Region,Robbery of cash or goods in transit (0612),Number,0
Recorded crime incidents,2024Q3,30 Eastern Region,Robbery from the person (0613),Number,33
Recorded crime incidents,2024Q3,30 Eastern Region,Blackmail or extortion (0621),Number,43
Recorded crime incidents,2024Q3,30 Eastern Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,6
Recorded crime incidents,2024Q3,30 Eastern Region,Burglary and related offences (07),Number,623
Recorded crime incidents,2024Q3,30 Eastern Region,Aggravated burglary (0711),Number,20
Recorded crime incidents,2024Q3,30 Eastern Region,Burglary (not aggravated) (0712),Number,593
Recorded crime incidents,2024Q3,30 Eastern Region,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,10
Recorded crime incidents,2024Q3,30 Eastern Region,Theft and related offences (08),Number,4014
Recorded crime incidents,2024Q3,30 Eastern Region,Theft/taking of vehicle and related offences (081),Number,331
Recorded crime incidents,2024Q3,30 Eastern Region,Theft from person (0821),Number,41
Recorded crime incidents,2024Q3,30 Eastern Region,Theft from shop (0822),Number,2018
Recorded crime incidents,2024Q3,30 Eastern Region,"Other thefts, handling stolen property (084)",Number,1624
Recorded crime incidents,2024Q3,30 Eastern Region,"Fraud, deception and related offences (09)",Number,
Recorded crime incidents,2024Q3,30 Eastern Region,Controlled drug offences (10),Number,1539
Recorded crime incidents,2024Q3,30 Eastern Region,Importation of drugs (1011),Number,7
Recorded crime incidents,2024Q3,30 Eastern Region,Cultivation or manufacture of drugs (1012),Number,5
Recorded crime incidents,2024Q3,30 Eastern Region,Possession of drugs for sale or supply (1021),Number,255
Recorded crime incidents,2024Q3,30 Eastern Region,Possession of drugs for personal use (1022),Number,1252
Recorded crime incidents,2024Q3,30 Eastern Region,Other drug offences (103),Number,20
Recorded crime incidents,2024Q3,30 Eastern Region,Weapons and explosives offences (11),Number,112
